T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.859,250.0,0.14999999999999858,6.66666666666673,PUT,13.82,13.77,-0.06,0.2942,0.2935
0.859,260.0,0.14999999999999858,6.66666666666673,PUT,16.93,16.74,-0.18,0.2874,0.2854
0.859,265.0,0.20000000000000284,4.999999999999929,PUT,18.65,18.4,-0.25,0.2841,0.2814
0.859,270.0,0.20000000000000284,4.999999999999929,PUT,20.55,20.18,-0.37,0.2813,0.2774
0.859,285.0,0.20000000000000284,4.999999999999929,CALL,27.7,27.96,0.26,0.2634,0.266
0.859,295.0,0.14999999999999858,6.66666666666673,CALL,22.93,23.04,0.12,0.2577,0.2589
0.859,300.0,0.29999999999999716,3.333333333333365,CALL,20.7,20.81,0.11,0.2545,0.2555
0.859,305.0,0.14999999999999858,6.66666666666673,CALL,18.73,18.72,-0.01,0.2524,0.2523
0.859,310.0,0.14999999999999858,6.66666666666673,CALL,16.88,16.78,-0.09,0.2503,0.2494
0.859,315.0,0.14999999999999858,6.66666666666673,CALL,15.18,15.0,-0.17,0.2484,0.2466
0.859,325.0,0.14999999999999858,6.66666666666673,CALL,12.18,11.89,-0.29,0.245,0.2419
0.859,330.0,0.14999999999999858,6.66666666666673,CALL,10.88,10.55,-0.33,0.2435,0.2399
0.859,335.0,0.14999999999999858,6.66666666666673,CALL,9.68,9.34,-0.33,0.242,0.2382
0.859,340.0,0.14999999999999858,6.66666666666673,CALL,8.62,8.26,-0.36,0.2411,0.2367
0.859,345.0,0.15000000000000036,6.666666666666651,CALL,7.67,7.31,-0.37,0.2402,0.2355
0.859,360.0,0.09999999999999964,10.000000000000036,CALL,5.35,5.04,-0.31,0.238,0.2333
0.935,195.0,0.15000000000000036,6.666666666666651,PUT,4.33,4.22,-0.1,0.3396,0.3372
0.935,200.0,0.15000000000000036,6.666666666666651,PUT,4.88,4.8,-0.07,0.3345,0.333
0.935,210.0,0.09999999999999964,10.000000000000036,PUT,6.15,6.15,0.0,0.3247,0.3248
0.935,220.0,0.15000000000000036,6.666666666666651,PUT,7.72,7.78,0.05,0.316,0.3168
0.935,240.0,0.14999999999999858,6.66666666666673,PUT,11.88,11.97,0.09,0.2999,0.301
0.935,250.0,0.1999999999999993,5.000000000000018,PUT,14.55,14.6,0.05,0.2928,0.2933
0.935,260.0,0.14999999999999858,6.66666666666673,PUT,17.68,17.64,-0.04,0.2861,0.2857
0.935,270.0,0.20000000000000284,4.999999999999929,PUT,21.35,21.12,-0.23,0.2807,0.2783
0.935,290.0,0.14999999999999858,6.66666666666673,CALL,26.73,27.1,0.37,0.2607,0.2642
0.935,310.0,0.14999999999999858,6.66666666666673,CALL,18.27,18.38,0.11,0.2509,0.2519
0.935,320.0,0.14999999999999858,6.66666666666673,CALL,14.93,14.88,-0.05,0.2472,0.2468
0.935,330.0,0.14999999999999858,6.66666666666673,CALL,12.07,11.93,-0.15,0.244,0.2425
0.935,340.0,0.14999999999999858,6.66666666666673,CALL,9.72,9.5,-0.23,0.2417,0.2391
0.935,360.0,0.09999999999999964,10.000000000000036,CALL,6.2,5.97,-0.23,0.2382,0.2351
